Media,Variancia,Skewness,Kurtosis,energia,entropia
462.25,324276.375,92.69865645823971,5.944492098404559,118336,-10.673296181987787
1130.640625,2661438.7458496094,166.9488353436102,5.587468963950699,289444,-15.702966519262691
1012.03515625,1271968.057357788,208.52576998396268,7.461583958680294,259081,-9.0
427.97265625,140048.26097106934,116.94383589860713,2.1639647893154237,109561,-10.433364648336088
478.515625,218657.85131835938,111.41230848682994,4.498776907061815,122500,-10.167739648336088
833.765625,1465791.8825683594,100.65318535659523,7.142026834046767,213444,-10.207835986252066
523.265625,312451.4685058594,116.15444341266074,3.489353851444935,133956,-10.0836815336517
749.390625,761205.3708496094,155.87943919119067,4.768918822818665,191844,-11.803743887799646
705.56640625,624312.16746521,131.3719381736172,3.8915656306182917,180625,-10.237018310420108
1139.0625,1917287.76953125,221.37917897055144,3.5147810199038836,291600,-9.277114648336088
798.0625,624747.02734375,155.30796349339286,7.027852950374653,204304,-9.107307324168044
885.0625,1150791.65234375,168.45739008380227,7.254311818733167,226576,-20.604683625880376
735.765625,879381.4606933594,127.01780804810235,3.674319678166228,188356,-10.176585986252066
552.25,271877.71875,140.65944546129805,2.912526848356346,141376,-9.87764331042011
365.765625,96349.68725585938,35.63380363610613,2.2046917862659674,93636,-10.36201831042011
382.69140625,114710.73680114746,77.59190578233572,2.1836087583454025,97969,-10.246710195735721
907.515625,807751.6794433594,182.9043243815829,4.184650909038261,232324,-9.417739648336088
591.09765625,395183.65061950684,138.94981947278077,2.1766874579356092,151321,-12.337476113248115
570.015625,306464.2810058594,100.78122346558817,4.253322428199325,145924,-9.451057324168044
837.37890625,636898.5712738037,146.69346628991238,5.041587395156298,214369,-9.578700634588152
1190.25,2769134.2578125,187.05505328312768,6.172579946367927,304704,-10.69214012699605
647.06640625,715272.71043396,120.9310569039575,7.651314962289699,165649,-9.520335986252066
618.765625,467145.6872558594,134.53180567738232,2.607304088709225,158404,-10.907671181987787
615.66015625,366647.6149749756,129.99541512892745,3.4732355955525462,157609,-9.404182324168044
534.765625,105946.04663085938,-69.18887248027262,1.9647786231023703,136900,-9.350528662084022
749.390625,511760.1755371094,100.44377860014134,2.9015471066429224,191844,-10.100528662084022
984.390625,1640970.6364746094,188.7122862086272,4.781899909356534,252004,-9.310432324168044
722.265625,1313665.8591308594,111.8893638782798,8.002929860184427,184900,-10.47139331042011
410.0625,119046.30859375,87.73807055772447,2.0019630556200254,104976,-10.578700634588152
342.25,106536.3515625,89.71724454787297,1.8328200905019867,87616,-10.507354296672174
682.515625,558472.1638183594,154.4865391820759,3.7227813661652007,174724,-9.638557324168044
885.0625,680330.17578125,144.42185095231304,3.448224998602572,226576,-9.672450634588152
385.140625,106211.48022460938,92.17256224185388,2.030692961864302,98596,-10.044807324168044
1036.03515625,713610.7136077881,185.6135633291299,3.631767590802743,265225,-10.307142519903765
784.0,474900.78125,199.2075657122164,2.4173956014035194,200704,-10.033893310420108
653.44140625,1061387.5590667725,80.67696205735197,8.113182007110051,167281,-10.522979296672176
672.75390625,336404.5605316162,169.58038338053095,2.8746589431382734,172225,-12.781915860303778
531.87890625,127961.01268005371,-212.49121610886192,1.4946609570284723,136161,-10.473460986252066
570.015625,502916.1794433594,113.43611299603322,3.8762659623540983,145924,-10.730239648336088
666.28515625,662684.1882171631,133.8866894620452,7.008616530773949,170569,-10.53389331042011
643.890625,557864.1052246094,111.9436575461315,4.624489126587395,164836,-9.942210986252066
382.69140625,166618.60398864746,89.61821420752125,5.232069470934086,97969,-10.993796972504132
1355.16015625,3391292.1735687256,240.56204016624636,10.229743434009162,346921,-10.440988857819743
422.81640625,114827.44676208496,96.44949148880957,1.7980244403712353,108241,-9.792739648336088
766.59765625,536328.0139007568,199.9343419824838,1.527444507902557,196249,-10.118796972504132
1296.0,3523468.4296875,222.5225787999458,8.413948450120216,331776,-17.771082312117425
773.53515625,607932.6706390381,133.8130387930059,2.6397930356662096,198025,-9.760267519903765
446.265625,148705.35131835938,69.6955411954959,3.010173792430679,114244,-9.319278662084022
1097.265625,2342964.5388183594,194.96912896768373,7.442632035031931,280900,-24.581245173750716
692.34765625,437110.78147888184,178.85706813060986,4.403874034948173,177241,-9.350528662084022
777.015625,1461152.2419433594,119.64059335613547,10.61198954633122,198916,-10.154182324168044
365.765625,104660.17163085938,72.40119146251254,2.416496136321341,93636,-10.970171181987787
749.390625,988023.2692871094,125.8519645933392,6.046847547546604,191844,-9.940143310420108
877.640625,990688.4880371094,179.4007699771142,3.3939253037131953,224676,-9.723460986252066
427.97265625,182890.49534606934,102.22831850380373,3.214957793558286,109561,-10.230239648336088
650.25,304013.1484375,-9.85288795964667,6.821970782862045,166464,-10.599989917685633
392.53515625,79372.45188903809,36.27150829599733,2.5315959680312106,100489,-10.306296972504132
441.0,126760.4296875,81.90221898590889,1.5378105062415346,112896,-10.145335986252066
718.91015625,590170.1286468506,161.9847070276185,3.7166601381394484,184041,-9.910960986252066
390.0625,95672.45703125,-50.99198395636066,1.7136470246279778,99856,-11.870957033670345
672.75390625,877868.6933441162,114.78019244292518,6.020520606157995,172225,-10.68129697250413
739.16015625,412697.4860687256,135.6113487351262,3.87671590853232,189225,-9.341682324168044
540.5625,100754.94921875,130.08044601143922,2.5671708002798694,138384,-9.634421972504132
735.765625,1311842.1950683594,73.41693529328438,5.924207360588093,188356,-11.27769028292424
631.265625,627642.4138183594,103.54529845965916,4.484188086436126,161604,-10.402114648336088
637.5625,258655.15234375,42.651164704645886,2.2319652857111882,163216,-9.745864648336088
698.94140625,980956.2582855225,110.763802960315,6.386335361418869,178929,-10.360796181987787
1278.0625,3368870.91796875,201.76200274193783,3.909159432120037,327184,-21.869720554805117
841.0,727555.7578125,200.96632125379384,4.846904221955061,215296,-9.239085986252066
420.25,127503.7109375,106.00561089506432,3.2065727791861467,107584,-9.732307324168044
390.0625,182446.76953125,89.04582203228493,3.925442103711903,99856,-11.291355356538064
1052.19140625,1314339.7407073975,237.07422776184006,3.2542509912399447,269361,-9.379710986252064
407.53515625,70926.90501403809,33.93460557154284,2.6313650785089386,104329,-9.558364648336088
570.015625,336176.7419433594,136.44903058333313,2.8320539621966034,145924,-10.495864648336088
695.640625,346779.3005371094,169.1524921420031,1.4690516472144046,178084,-10.156825634588152
659.84765625,678557.0900726318,121.77005609335748,4.4405255637964025,168921,-10.097238857819743
663.0625,366303.66015625,166.85984277920758,2.3802551389346323,169744,-9.408893310420108
715.5625,328990.01953125,53.22197502266619,2.539793830791856,183184,-9.449835195735721
1958.0625,5612715.74609375,403.6681169949458,4.311555875913379,501264,-8.421875
851.91015625,905181.1364593506,167.66737433365842,5.553164868656099,218089,-9.145335986252066
462.25,252909.8671875,104.99074943575953,4.845773536069224,118336,-10.315143310420108
495.0625,130366.78515625,116.59482511070358,3.415494400516438,126736,-9.605239648336088
1040.0625,1826909.53515625,200.06957059090314,7.398121073678933,266256,-8.928653662084022
881.34765625,400398.50804138184,27.686707865451808,2.2982715867000416,225625,-9.598460986252066
588.0625,448448.41796875,126.27159802585379,2.5930388706798007,150544,-11.123507958756196
402.50390625,128001.10154724121,82.24557277632898,2.3875179161919307,103041,-10.594325634588152
1194.56640625,1119124.72996521,334.015183630062,2.0753934143268906,305809,-8.910960986252066
372.97265625,69512.87815856934,-45.07727241267543,1.736067684503896,95481,-10.056296972504132
400.0,187981.125,91.97867250879321,2.8172120320070153,102400,-11.240507168239851
621.87890625,438979.9267425537,135.51208183752703,3.1778998113340484,159201,-10.6828259039377
1359.765625,2874375.9060058594,270.6337768554332,4.496301467758036,348100,-8.741153662084022
400.0,54011.828125,-70.59352795825768,2.836470079163264,102400,-10.17451831042011
503.44140625,112548.71531677246,107.4453456632009,1.9397529710302568,128881,-9.435432324168044
427.97265625,92074.97972106934,-127.23511712971958,2.192730872579967,109561,-12.622179162102668
770.0625,823911.08984375,155.35909635155815,2.676153628189708,197136,-10.621710195735721
759.69140625,986434.0961761475,105.26046348995605,4.953038151245057,194481,-11.229017519903765
495.0625,132892.44921875,61.652423285555564,1.6226375031724962,126736,-9.285960986252066
609.47265625,378422.19456481934,145.81342281322082,3.311473263773893,156025,-9.272403662084022
1444.0,3478298.421875,278.4441121145257,6.4539263379640985,369664,-8.957835986252066
372.97265625,55765.800033569336,3.099141130668864,1.7860983158101638,95481,-9.87764331042011
